# CGHS rates for treatment at healthcare organisations, Tier I (X) cities, semi private ward.
# Source: Office Memorandum F.No.5-16/CGHS(HQ)/HEC/2024(PartI) dated 03.10.2025, Annexure I (A),
#         effective 13.10.2025, as published by the Directorate General of Health Services, Delhi:
#         https://dgehs.delhi.gov.in/sites/default/files/inline-files/cghs_rate.pdf
# Source file SHA-256: 964b42f58eb0852d93293a658a183cceaafae33ba30a892979262c21695b9746
# Extracted 2026-09-25: 1998 rows, serial numbers 1 to 1998 without gaps, every rate cross checked
# against the source text. Delhi is a Tier I (X) city. Rates in rupees.
sr,code,name,speciality,non_nabh,nabh,super_speciality
1339,MG037,CGHS rates for Percutaneous Transhepatic Biliary Drainage (PTBD),Gastroenterology/Interventional Radiology Procedures,17000,20000,23000
1340,MG038,Vascular Embolization,Gastroenterology/Interventional Radiology Procedures,36550,43000,49450
1341,MG039,Transjugular Intrahepatic Portosystemic Shunt (TIPS),Gastroenterology/Interventional Radiology Procedures,45050,53000,60950
1342,MG040,Inferior Vena Cava (IVC) Venography and Hepatic Vein (HV Venography),Gastroenterology/Interventional Radiology Procedures,36550,43000,49450
1343,MG041,Muscular Stenting,Gastroenterology / Endoscopic Procedures,45050,53000,60950
1344,MG042,Balloon-Occluded Retrograde Intravenous Obliteration (BRTO),Gastroenterology/Interventional Radiology Procedures,45050,53000,60950
1345,MG043,Portal Haemodynamic Studies,Gastroenterology/Interventional Radiology Procedures,7225,8500,8500
1346,MG044,Sengstaken Blakemore (SB) Tube Tamponade,Gastroenterology / Endoscopic Procedures,7820,9200,9200
1347,MG045,Lintas Machles Tube Tempode,Gastroenterology / Endoscopic Procedures,5100,6000,6000
1348,MG046,EUS (Endoscopic Ultrasound) guided FNAC Excluding the cost of the Needle,Gastroenterology / Endoscopic Procedures,14025,16500,16500
1349,AG001,Atresia of Oesophagus and Tracheo Oesophageal Fistula,Abdomen/GI Surgery Procedure,45050,53000,60950
1350,AG002,Operations for Replacement of Oesophagus by Colon / Colon-Inter position or Replacement of Oesophagus,Abdomen/GI Surgery Procedure,45050,53000,60950
1351,AG003,Heller's Operation,Abdomen/GI Surgery Procedure,36550,43000,49450
1352,AG004,Oesophageal Intubation (Mousseau Barbin Tube),Abdomen/GI Surgery Procedure,23375,27500,31625
1353,AG005,Achalasia Cardia Transthoracic,Abdomen/GI Surgery Procedure,36550,43000,49450
1354,AG006,Achalasia Cardia Abdominal,Abdomen/GI Surgery Procedure,36550,43000,49450
1355,AG007,Pyloromyotomy,Abdomen/GI Surgery Procedure,23375,27500,31625
1356,AG008,Gastrostomy,Abdomen/GI Surgery Procedure,23375,27500,31625
1357,AG009,Simple Closure of Perforated peptic Ulcer,Abdomen/GI Surgery Procedure,29750,35000,40250
1358,AG010,Vagotomy Pyloroplasty / Gastro Jejunostomy,Abdomen/GI Surgery Procedure,36550,43000,49450
1359,AG011,Duodenojejunostomy,Abdomen/GI Surgery Procedure,45050,53000,60950
1360,AG012,Partial/Subtotal Gastrectomy for Ulcer,Abdomen/GI Surgery Procedure,45050,53000,60950
1361,AG013,Operation for Bleeding Peptic Ulcer,Abdomen/GI Surgery Procedure,36550,43000,49450
1362,AG014,Operation for Gastrojejunal Ulcer,Abdomen/GI Surgery Procedure,36550,43000,49450
1363,AG015,Highly Selective Vagotomy,Abdomen/GI Surgery Procedure,45050,53000,60950
1364,AG016,Selective Vagotomy & Drainage,Abdomen/GI Surgery Procedure,45050,53000,60950
1365,AG017,Exploratory Laparotomy (Open),Abdomen/GI Surgery Procedure,23375,27500,31625
1366,AG018,Congenital Diaphragmatic Hernia,Abdomen/GI Surgery Procedure,36550,43000,49450
1367,AG019,CGHS rates for Hiatus Hernia Repair- Abdominal (excluding cost of mesh and tacker if used),Abdomen/GI Surgery Procedure,30855,36300,41745
1368,AG020,Hiatus Hernia Repair- Transthoracic (excluding cost of mesh and tacker if used),Abdomen/GI Surgery Procedure,30855,36300,41745
1369,AG021,Epigastric Hernia Repair - excluding the cost of mesh and tacker,Abdomen/GI Surgery Procedure,23375,27500,31625
1370,AG022,Umbilical Hernia Repair - excluding the cost of mesh and tacker,Abdomen/GI Surgery Procedure,29750,35000,40250
1371,AG023,Ventral /incisional Hernia Repair - excluding the cost of mesh and tacker,Abdomen/GI Surgery Procedure,29750,35000,40250
1372,AG024,Inguinal Hernia Herniorrhaphy,Abdomen/GI Surgery Procedure,24310,28600,32890
1373,AG025,Inguinal Hernia - Hernioplasty excluding the cost of mesh and tacker,Abdomen/GI Surgery Procedure,29750,35000,40250
1374,AG026,Femoral Hernia Repair - excluding the cost of mesh and tacker,Abdomen/GI Surgery Procedure,29750,35000,40250
1375,AG027,"Rare Hernias Repair (Spigelian, Obturator, Lumbar, Sciatic) - excluding the cost of mesh and tacker",Abdomen/GI Surgery Procedure,36550,43000,49450
1376,AG028,Splenectomy - For Trauma,Abdomen/GI Surgery Procedure,45050,53000,60950
1377,AG029,Splenectomy - For Hypersplenism,Abdomen/GI Surgery Procedure,53550,63000,72450
1378,AG030,Splenorenal Anastomosis,Abdomen/GI Surgery Procedure,45050,53000,60950
1379,AG031,Portocaval Anastomosis,Abdomen/GI Surgery Procedure,53550,63000,72450
1380,AG032,Direct Operation on Oesophagus for Portal Hypertension,Abdomen/GI Surgery Procedure,45050,53000,60950
1381,AG033,Mesentericocaval Anastomosis,Abdomen/GI Surgery Procedure,36550,43000,49450
1382,AG034,Warren Shunt (Distal Splenorenal Shunt),Abdomen/GI Surgery Procedure,45050,53000,60950
1383,AG035,Pancreaticoduodenectomy (Whipple's procedure),Abdomen/GI Surgery Procedure,45050,53000,60950
1384,AG036,Cystojejunostomy or Cystogastrostomy,Abdomen/GI Surgery Procedure,36550,43000,49450
1385,AG037,Cholecystectomy,Abdomen/GI Surgery Procedure,29750,35000,40250
1386,AG038,Cholecystectomy & Exploration of CBD,Abdomen/GI Surgery Procedure,30855,36300,41745
1387,AG039,Repair of Common Bile Duct (CBD),Abdomen/GI Surgery Procedure,36550,43000,49450
1388,AG040,Cholecystostomy,Abdomen/GI Surgery Procedure,22440,26400,30360
1389,AG041,Operation for Hydatid Cyst of Liver,Abdomen/GI Surgery Procedure,25245,29700,34155
1390,AG042,Hepatic Resections (Lobectomy /Hepatectomy),Abdomen/GI Surgery Procedure,30855,36300,41745
1391,AG043,Operation on Adrenal Glands - Bilateral,Abdomen/GI Surgery Procedure,53550,63000,72450
1392,AG044,Operation on Adrenal Glands - Unilateral,Abdomen/GI Surgery Procedure,36550,43000,49450
1393,AG045,Appendicectomy,Abdomen/GI Surgery Procedure,17765,20900,24035
1394,AG046,Appendicular Abscess - Drainage,Abdomen/GI Surgery Procedure,29750,35000,40250
1395,AG047,Mesenteric Cyst- Excision,Abdomen/GI Surgery Procedure,29750,35000,40250
1396,AG048,Diagnostic Peritonioscopy/Laparoscopy,Abdomen/GI Surgery Procedure,17000,20000,23000
1397,AG049,Jejunostomy,Abdomen/GI Surgery Procedure,29750,35000,40250
1398,AG050,Ileostomy,Abdomen/GI Surgery Procedure,29750,35000,40250
1399,AG051,Resection & Anastomosis of Small Intestine,Abdomen/GI Surgery Procedure,44413,52250,60088
1400,AG052,Duodenal Diverticulum,Abdomen/GI Surgery Procedure,45050,53000,60950
1401,AG053,"Operation for Intestinal Obstruction including resection , anastomosis, Adhesiolysis",Abdomen/GI Surgery Procedure,45050,53000,60950
1402,AG054,"Operation for Intestinal perforation including resection, anastomosis , Adhesiolysis",Abdomen/GI Surgery Procedure,45050,53000,60950
1403,AG055,Operations for Benign Tumours of Small Intestine,Abdomen/GI Surgery Procedure,45050,53000,60950
1404,AG056,Excision of Small Intestine Fistula,Abdomen/GI Surgery Procedure,42075,49500,56925
1405,AG057,Operations for GI Bleed,Abdomen/GI Surgery Procedure,45050,53000,60950
1406,AG058,Operations for Haemorrhage of Small Intestines,Abdomen/GI Surgery Procedure,45050,53000,60950
1407,AG059,Operations of the Duplication of the Intestines - including Exploratory Laparotomy,Abdomen/GI Surgery Procedure,38335,45100,51865
1408,AG060,Operations for Recurrent Intestinal Obstruction (Noble Plication & Other Operations for Adhesions),Abdomen/GI Surgery Procedure,45050,53000,60950
1409,AG061,Ileosigmoidostomy and related resection,Abdomen/GI Surgery Procedure,45050,53000,60950
1410,AG062,Ileotransverse Colostomy and related resection,Abdomen/GI Surgery Procedure,45050,53000,60950
1411,AG063,Caecostomy,Abdomen/GI Surgery Procedure,29750,35000,40250
1412,AG064,Loop Colostomy Transverse Sigmoid,Abdomen/GI Surgery Procedure,36550,43000,49450
1413,AG065,Terminal Colostomy,Abdomen/GI Surgery Procedure,28050,33000,37950
1414,AG066,Closure of Colostomy,Abdomen/GI Surgery Procedure,28050,33000,37950
1415,AG067,Right Hemicolectomy,Abdomen/GI Surgery Procedure,29920,35200,40480
1416,AG068,Left Hemicolectomy,Abdomen/GI Surgery Procedure,29920,35200,40480
1417,AG069,Total Colectomy,Abdomen/GI Surgery Procedure,37400,44000,50600
1418,AG070,Operations for Volvulus of Large Bowel,Abdomen/GI Surgery Procedure,45050,53000,60950
1419,AG071,Operations for Sigmoid Diverticulitis,Abdomen/GI Surgery Procedure,36550,43000,49450
1420,AG072,Fissure in Ano with Internal sphincterotomy with fissurectomy.,Abdomen/GI Surgery Procedure,29750,35000,40250
1421,AG073,Fissure in Ano - Fissurectomy,Abdomen/GI Surgery Procedure,23375,27500,31625
1422,AG074,Rectal Polyp-Excision,Abdomen/GI Surgery Procedure,12810,15070,17331
1423,AG075,Fistula in Ano - High Fistulectomy,Abdomen/GI Surgery Procedure,29750,35000,40250
1424,AG076,Fistula in Ano - Low Fistulectomy,Abdomen/GI Surgery Procedure,21505,25300,29095
1425,AG077,Prolapse Rectum - Thiersch Wiring,Abdomen/GI Surgery Procedure,23375,27500,31625
1426,AG078,Prolapse Rectum - Rectopexy,Abdomen/GI Surgery Procedure,13090,15400,17710
1427,AG079,Excision of Pilonidal Sinus (open),Abdomen/GI Surgery Procedure,20570,24200,27830
1428,AG080,Excision of Pilonidal Sinus with closure,Abdomen/GI Surgery Procedure,23375,27500,31625
1429,AG081,Abdomino-Perineal Excision of Rectum,Abdomen/GI Surgery Procedure,45050,53000,60950
1430,AG082,Anterior Resection of Rectum,Abdomen/GI Surgery Procedure,53550,63000,72450
1431,AG083,Pull Through Abdominal Resection,Abdomen/GI Surgery Procedure,45050,53000,60950
1432,AG084,Retro Peritoneal Tumour Removal,Abdomen/GI Surgery Procedure,45050,53000,60950
1433,AG085,Laparoscopic Fundoplication,Abdomen/GI Surgery Procedure,53550,63000,72450
1434,AG086,Laparoscopic Splenectomy,Abdomen/GI Surgery Procedure,53550,63000,72450
1435,AG087,Laparoscopic Removal of hydatid cyst,Abdomen/GI Surgery Procedure,53550,63000,72450
1436,AG088,Laparoscopic Treatment of Pseudo Pancreatic cyst,Abdomen/GI Surgery Procedure,53550,63000,72450
1437,AG089,Laparoscopic Whipple's operation (Laparoscopic Pancreaticoduodenectomy,Abdomen/GI Surgery Procedure,45050,53000,60950
1438,AG090,Laparoscopic GI bypass operation,Abdomen/GI Surgery Procedure,53550,63000,72450
1439,AG091,Laparoscopic Total Colectomy,Abdomen/GI Surgery Procedure,53550,63000,72450
1440,AG092,Laparoscopic Hemicolectomy,Abdomen/GI Surgery Procedure,45050,53000,60950
1441,AG093,Laparoscopic Anterior Resection (of Intestine/ Rectum),Abdomen/GI Surgery Procedure,53550,63000,72450
1442,AG094,Laparoscopic Cholecystectomy,Abdomen/GI Surgery Procedure,30855,36300,41745
1443,AG095,Laparoscopic Appendectomy,Abdomen/GI Surgery Procedure,28050,33000,37950
1444,AG096,Laparoscopic Hernia - Inguinoplasty (excluding the cost of Tacker and Mesh),Abdomen/GI Surgery Procedure,32725,38500,44275
1445,AG097,Laparoscopic Ventral Hernia Repair (excluding the cost of Tacker and Mesh),Abdomen/GI Surgery Procedure,32725,38500,44275
1446,AG098,Laparoscopic Paraumbilical Hernia Repair (excluding the cost of Tacker and Mesh),Abdomen/GI Surgery Procedure,32725,38500,44275
1447,AG099,Laparoscopic Adrenalectomy,Abdomen/GI Surgery Procedure,53550,63000,72450
1448,PS001,Diaphragmatic Hernia Repair (Thoracic or Abdominal Approach),Paediatric Surgery Procedure,45050,53000,60950
1449,PS002,Tracheoesophageal Fistula (Correction Surgery),Paediatric Surgery Procedure,45050,53000,60950
1450,PS003,Colon Replacement of Oesophagus,Paediatric Surgery Procedure,36550,43000,49450
1451,PS004,Omphalomesenteric Cyst Excision,Paediatric Surgery Procedure,36550,43000,49450
1452,PS005,Omphalomesenteric Duct- Excision,Paediatric Surgery Procedure,36550,43000,49450
1453,PS006,Omphalocele 1st Stage (Hernia Repair),Paediatric Surgery Procedure,29750,35000,40250
1454,PS007,Omphalocele 2nd Stage (Hernia Repair),Paediatric Surgery Procedure,29750,35000,40250
1455,PS008,Gastroschisis Repair,Paediatric Surgery Procedure,36550,43000,49450
1456,PS009,Inguinal Herniotomy,Paediatric Surgery Procedure,29750,35000,40250
1457,PS010,Congenital Hydrocele,Paediatric Surgery Procedure,29750,35000,40250
1458,PS011,Hydrocele of Cord,Paediatric Surgery Procedure,23375,27500,31625
1459,PS012,Torsion Testis Operation,Paediatric Surgery Procedure,29750,35000,40250
1460,PS013,Congenital Pyloric Stenosis- operation,Paediatric Surgery Procedure,29750,35000,40250
1461,PS014,Duodenal Atresia Operation,Paediatric Surgery Procedure,36550,43000,49450
1462,PS015,Pancreatic Ring Operation,Paediatric Surgery Procedure,45050,53000,60950
1463,PS016,Meconium Ileus Operation,Paediatric Surgery Procedure,36550,43000,49450
1464,PS017,Malrotation of Intestines Operation,Paediatric Surgery Procedure,36550,43000,49450
1465,PS018,Rectal Biopsy (Megacolon),Paediatric Surgery Procedure,17000,20000,23000
1466,PS019,Colostomy Transverse,Paediatric Surgery Procedure,36550,43000,49450
1467,PS020,Colostomy Left Iliac,Paediatric Surgery Procedure,36550,43000,49450
1468,PS021,Abdominal Perineal Pull Through (Hirschsprung's Disease),Paediatric Surgery Procedure,45050,53000,60950
1469,PS022,Imperforate Anus Low Anomaly -Cut Back Operation,Paediatric Surgery Procedure,23375,27500,31625
1470,PS023,Imperforate Anus Low Anomaly - Perineal Anoplasty,Paediatric Surgery Procedure,29750,35000,40250
1471,PS024,Imperforate Anus High Anomaly -Sacroabdomino Perineal Pull Through,Paediatric Surgery Procedure,45050,53000,60950
1472,PS025,Imperforate Anus High Anomaly - Closure of Colostomy,Paediatric Surgery Procedure,29750,35000,40250
1473,PS026,Intussusception Operation,Paediatric Surgery Procedure,36550,43000,49450
1474,PS027,Choledochoduodenostomy for Atresia of Extra Hepatic Biliary Duct,Paediatric Surgery Procedure,45050,53000,60950
1475,PS028,Operation of Choledochal Cyst,Paediatric Surgery Procedure,45050,53000,60950
1476,PS029,Nephrectomy for -Pyonephrosis,Paediatric Surgery Procedure,36550,43000,49450
1477,PS030,Nephrectomy for - Hydronephrosis,Paediatric Surgery Procedure,36550,43000,49450
1478,PS031,Sacro-Coccygeal Teratoma Excision,Paediatric Surgery Procedure,36550,43000,49450
1479,PS032,Congenital Atresia & Stenosis of Small Intestine,Paediatric Surgery Procedure,45050,53000,60950
1480,PS033,Malrotation & Volvulus of the Midgut,Paediatric Surgery Procedure,36550,43000,49450
1481,PS034,Excision of Meckel's Diverticulum,Paediatric Surgery Procedure,36550,43000,49450
1482,OG001,Non Stress Test,Obstetrics Investigation,1275,1500,1500
1483,OG002,Normal delivery with or without Episiotomy & P. repair/ forceps delivery /Vacuum delivery/assisted breech delivery including Routine New Born Care,Obstetrics And Gynaecology Procedure,29750,35000,35000
1484,OG003,"Normal Delivery of High Risk Pregnancy(Preeclampsia/Eclapsia/GDM/Cardiac/Vascular/Renal/Pulmonary/Twin Pregnancy/RA/SLE/IVF Conception/Severe Anaemia,)",Obstetrics And Gynaecology Procedure,36550,43000,43000
1485,OG004,Caesarean Section(CS) with or without Sterilization including Routine New Born Care,Obstetrics And Gynaecology Procedure,45050,53000,53000
1486,OG005,Caesarian Delivery of High Risk Pregnancy(Preeclampsia/Eclapsia/GDM/Cardiac/Vascular/Renal/Pulmonary/Twin Pregnancy/RA/SLE/IVF Conception/Severe Anaemia),Obstetrics And Gynaecology Procedure,53550,63000,63000
1487,OG006,Rupture Uterus Closure & Repair with Tubal Ligation,Obstetrics And Gynaecology Procedure,36550,43000,43000
1488,OG007,Perforation of Uterus after D/E Laparotomy & Closure,Obstetrics And Gynaecology Procedure,17000,20000,20000
1489,OG008,Laparotomy for Ectopic Pregnancy,Obstetrics And Gynaecology Procedure,29750,35000,35000
1490,OG009,Laparotomy peritonitis Lavage and Drainage,Obstetrics And Gynaecology Procedure,29750,35000,35000
1491,OG010,Ovarian Cystectomy - Laparoscopic.,Obstetrics And Gynaecology Procedure,36550,43000,43000
1492,OG011,Ovarian Cystectomy - Laparotomy.,Obstetrics And Gynaecology Procedure,29750,35000,35000
1493,OG012,Laparoscopic Broad Ligament Hematoma Drainage with repair,Obstetrics And Gynaecology Procedure,11390,13400,13400
1494,OG013,Exploration of perineal Haematoma & Repair,Obstetrics And Gynaecology Procedure,11390,13400,13400
1495,OG014,Exploration of abdominal Haematoma (after laparotomy/ LSCS),Obstetrics And Gynaecology Procedure,23375,27500,27500
1496,OG015,Manual Removal of Placenta,Obstetrics And Gynaecology Procedure,7820,9200,9200
1497,OG016,Examination under anaesthesia (EUA),Obstetrics And Gynaecology Procedure,4250,5000,5000
1498,OG017,Burst-Abdomen Repair,Obstetrics And Gynaecology Procedure,29750,35000,35000
1499,OG018,Gaping Perineal Wound Secondary Suturing,Obstetrics And Gynaecology Procedure,4250,5000,5000
1500,OG019,Gaping Abdominal Wound Secondary Suturing,Obstetrics And Gynaecology Procedure,7225,8500,8500
1501,OG020,Complete Perineal Tear-Repair,Obstetrics And Gynaecology Procedure,7820,9200,9200
1502,OG021,Pelvic Floor Repair(Rectocele +/- Cystocele +/- Enterocele),Obstetrics And Gynaecology Procedure,29750,35000,35000
1503,OG022,Suction Evacuation Vesicular Mole,Obstetrics And Gynaecology Procedure,23375,27500,27500
1504,OG023,Colpotomy/Post-Coital Tear Repair,Obstetrics And Gynaecology Procedure,7820,9200,9200
1505,OG024,Excision of urethral carbuncle,Obstetrics And Gynaecology Procedure,11390,13400,13400
1506,OG025,CGHS rates for Shirodkar/ McDonald stitch//Cervical Stitch(Cerclage),Obstetrics And Gynaecology Procedure,11390,13400,13400
1507,OG026,Abdominal Hysterectomy with or without salpingo- oophorectomy,Obstetrics And Gynaecology Procedure,36550,43000,43000
1508,OG027,Non-descent Vaginal Hysterectomy (NDVH) with or without BSO,Obstetrics And Gynaecology Procedure,36550,43000,43000
1509,OG028,Vaginal Hysterectomy ( including of BSO) with or without repairs,Obstetrics And Gynaecology Procedure,36550,43000,43000
1510,OG029,Myomectomy -laparotomy,Obstetrics And Gynaecology Procedure,29750,35000,35000
1511,OG030,Myomectomy -laparoscopic,Obstetrics And Gynaecology Procedure,36550,43000,43000
